Date;Sous-compte;Libelle;Debit;Credit;Reference;CODE
20/03/2025;531001;Versement en banque BMOI;0;130000;VERS200325;BNI
20/03/2025;706001;Ecolage divers élèves;0;1590000;ECOL-20250320;BNI
20/03/2025;531001;Ecolage divers élèves;1590000;0;ECOL-20250320;BNI
25/03/2025;641002;Paiement salaire maitresse;250000;0;SALAIRE-20250325;BNI
25/03/2025;641004;Paiement salaire gardien;180000;0;SALAIRE-20250325;BNI
25/03/2025;641005;Paiement femme de ménage;150000;0;SALAIRE-20250325;BNI
25/03/2025;531001;Paiement salaires;0;580000;SALAIRE-20250325;BNI
27/03/2025;605004;Jirama;37200;0;JIRAMA-20250327;BNI
27/03/2025;531001;Jirama;0;37200;JIRAMA-20250327;BNI
30/03/2025;605002;Achat matériel éducatif;136000;0;FOURN-20250330;BNI
30/03/2025;401001;Achat matériel éducatif;0;136000;FOURN-20250330;BNI
31/03/2025;401001;Règlement fournisseur;136000;0;REG-FOURN-20250331;BNI
31/03/2025;531001;Règlement fournisseur;0;136000;REG-FOURN-20250331;BNI
01/04/2025;601006;Achat legumes;18100;0;CANTINE-20250401;BNI
01/04/2025;531001;Achat legumes;0;18100;CANTINE-20250401;BNI
02/04/2025;601008;Achat viande;21100;0;CANTINE-20250402;BNI
02/04/2025;531001;Achat viande;0;21100;CANTINE-20250402;BNI
03/04/2025;601009;Achat gouter;8900;0;CANTINE-20250403;BNI
03/04/2025;531001;Achat gouter;0;8900;CANTINE-20250403;BNI
04/04/2025;601006;Achat legumes;18400;0;CANTINE-20250404;BNI
04/04/2025;531001;Achat legumes;0;18400;CANTINE-20250404;BNI
07/04/2025;601008;Achat viande;21400;0;CANTINE-20250407;BNI
07/04/2025;531001;Achat viande;0;21400;CANTINE-20250407;BNI
08/04/2025;601009;Achat gouter;9100;0;CANTINE-20250408;BNI
08/04/2025;531001;Achat gouter;0;9100;CANTINE-20250408;BNI
09/04/2025;601006;Achat legumes;18700;0;CANTINE-20250409;BNI
09/04/2025;531001;Achat legumes;0;18700;CANTINE-20250409;BNI
10/04/2025;601008;Achat viande;21700;0;CANTINE-20250410;BNI
10/04/2025;531001;Achat viande;0;21700;CANTINE-20250410;BNI
11/04/2025;601009;Achat gouter;9300;0;CANTINE-20250411;BNI
11/04/2025;531001;Achat gouter;0;9300;CANTINE-20250411;BNI
14/04/2025;601006;Achat legumes;19000;0;CANTINE-20250414;BNI
14/04/2025;531001;Achat legumes;0;19000;CANTINE-20250414;BNI
15/04/2025;601008;Achat viande;22000;0;CANTINE-20250415;BNI
15/04/2025;531001;Achat viande;0;22000;CANTINE-20250415;BNI
16/04/2025;601009;Achat gouter;9500;0;CANTINE-20250416;BNI
16/04/2025;531001;Achat gouter;0;9500;CANTINE-20250416;BNI
17/04/2025;601006;Achat legumes;19300;0;CANTINE-20250417;BNI
17/04/2025;531001;Achat legumes;0;19300;CANTINE-20250417;BNI
18/04/2025;601008;Achat viande;22300;0;CANTINE-20250418;BNI
18/04/2025;531001;Achat viande;0;22300;CANTINE-20250418;BNI
21/04/2025;601009;Achat gouter;9700;0;CANTINE-20250421;BNI
21/04/2025;531001;Achat gouter;0;9700;CANTINE-20250421;BNI
22/04/2025;706001;Ecolage divers élèves;0;1610000;ECOL-20250422;BNI
22/04/2025;531001;Ecolage divers élèves;1610000;0;ECOL-20250422;BNI
25/04/2025;641002;Paiement salaire maitresse;250000;0;SALAIRE-20250425;BNI
25/04/2025;641004;Paiement salaire gardien;180000;0;SALAIRE-20250425;BNI
25/04/2025;641005;Paiement femme de ménage;150000;0;SALAIRE-20250425;BNI
25/04/2025;531001;Paiement salaires;0;580000;SALAIRE-20250425;BNI
27/04/2025;605004;Jirama;38500;0;JIRAMA-20250427;BNI
27/04/2025;531001;Jirama;0;38500;JIRAMA-20250427;BNI
29/04/2025;607002;Achat fournitures pédagogiques;133000;0;FOURN-20250429;BNI
29/04/2025;401001;Achat fournitures pédagogiques;0;133000;FOURN-20250429;BNI
30/04/2025;401001;Règlement fournisseur;133000;0;REG-FOURN-20250430;BNI
30/04/2025;531001;Règlement fournisseur;0;133000;REG-FOURN-20250430;BNI
02/05/2025;601006;Achat legumes;19200;0;CANTINE-20250502;BNI
02/05/2025;531001;Achat legumes;0;19200;CANTINE-20250502;BNI
04/05/2025;601008;Achat viande;22200;0;CANTINE-20250504;BNI
04/05/2025;531001;Achat viande;0;22200;CANTINE-20250504;BNI
05/05/2025;601009;Achat gouter;9900;0;CANTINE-20250505;BNI
05/05/2025;531001;Achat gouter;0;9900;CANTINE-20250505;BNI
06/05/2025;601006;Achat legumes;19500;0;CANTINE-20250506;BNI
06/05/2025;531001;Achat legumes;0;19500;CANTINE-20250506;BNI
07/05/2025;601008;Achat viande;22500;0;CANTINE-20250507;BNI
07/05/2025;531001;Achat viande;0;22500;CANTINE-20250507;BNI
08/05/2025;601009;Achat gouter;10100;0;CANTINE-20250508;BNI
08/05/2025;531001;Achat gouter;0;10100;CANTINE-20250508;BNI
09/05/2025;601006;Achat legumes;19800;0;CANTINE-20250509;BNI
09/05/2025;531001;Achat legumes;0;19800;CANTINE-20250509;BNI
10/05/2025;164001;Echeancier pret bancaire;1000000;0;PRET-20250510;BNI
10/05/2025;531001;Echeancier pret bancaire;0;1000000;PRET-20250510;BNI
12/05/2025;601008;Achat viande;22800;0;CANTINE-20250512;BNI
12/05/2025;531001;Achat viande;0;22800;CANTINE-20250512;BNI
13/05/2025;601009;Achat gouter;10300;0;CANTINE-20250513;BNI
13/05/2025;531001;Achat gouter;0;10300;CANTINE-20250513;BNI
14/05/2025;601006;Achat legumes;20100;0;CANTINE-20250514;BNI
14/05/2025;531001;Achat legumes;0;20100;CANTINE-20250514;BNI
15/05/2025;601008;Achat viande;23100;0;CANTINE-20250515;BNI
15/05/2025;531001;Achat viande;0;23100;CANTINE-20250515;BNI
16/05/2025;601009;Achat gouter;10500;0;CANTINE-20250516;BNI
16/05/2025;531001;Achat gouter;0;10500;CANTINE-20250516;BNI
19/05/2025;601006;Achat legumes;20400;0;CANTINE-20250519;BNI
19/05/2025;531001;Achat legumes;0;20400;CANTINE-20250519;BNI
20/05/2025;706001;Ecolage divers élèves;0;1630000;ECOL-20250520;BNI
20/05/2025;531001;Ecolage divers élèves;1630000;0;ECOL-20250520;BNI
25/05/2025;641002;Paiement salaire maitresse;250000;0;SALAIRE-20250525;BNI
25/05/2025;641004;Paiement salaire gardien;180000;0;SALAIRE-20250525;BNI
25/05/2025;641005;Paiement femme de ménage;150000;0;SALAIRE-20250525;BNI
25/05/2025;531001;Paiement salaires;0;580000;SALAIRE-20250525;BNI
27/05/2025;605004;Jirama;39800;0;JIRAMA-20250527;BNI
27/05/2025;531001;Jirama;0;39800;JIRAMA-20250527;BNI
29/05/2025;601001;Achat fournitures scolaires;142000;0;FOURN-20250529;BNI
29/05/2025;401001;Achat fournitures scolaires;0;142000;FOURN-20250529;BNI
31/05/2025;401001;Règlement fournisseur;142000;0;REG-FOURN-20250531;BNI
31/05/2025;531001;Règlement fournisseur;0;142000;REG-FOURN-20250531;BNI
02/06/2025;601006;Achat legumes;20300;0;CANTINE-20250602;BNI
02/06/2025;531001;Achat legumes;0;20300;CANTINE-20250602;BNI
03/06/2025;601008;Achat viande;23300;0;CANTINE-20250603;BNI
03/06/2025;531001;Achat viande;0;23300;CANTINE-20250603;BNI
04/06/2025;601009;Achat gouter;10700;0;CANTINE-20250604;BNI
04/06/2025;531001;Achat gouter;0;10700;CANTINE-20250604;BNI
05/06/2025;601006;Achat legumes;20600;0;CANTINE-20250605;BNI
05/06/2025;531001;Achat legumes;0;20600;CANTINE-20250605;BNI
06/06/2025;601008;Achat viande;23600;0;CANTINE-20250606;BNI
06/06/2025;531001;Achat viande;0;23600;CANTINE-20250606;BNI
09/06/2025;601009;Achat gouter;10900;0;CANTINE-20250609;BNI
09/06/2025;531001;Achat gouter;0;10900;CANTINE-20250609;BNI
10/06/2025;601006;Achat legumes;20900;0;CANTINE-20250610;BNI
10/06/2025;531001;Achat legumes;0;20900;CANTINE-20250610;BNI
11/06/2025;601008;Achat viande;23900;0;CANTINE-20250611;BNI
11/06/2025;531001;Achat viande;0;23900;CANTINE-20250611;BNI
12/06/2025;601009;Achat gouter;11100;0;CANTINE-20250612;BNI
12/06/2025;531001;Achat gouter;0;11100;CANTINE-20250612;BNI
13/06/2025;601006;Achat legumes;21200;0;CANTINE-20250613;BNI
13/06/2025;531001;Achat legumes;0;21200;CANTINE-20250613;BNI
16/06/2025;601008;Achat viande;24200;0;CANTINE-20250616;BNI
16/06/2025;531001;Achat viande;0;24200;CANTINE-20250616;BNI
17/06/2025;601009;Achat gouter;11300;0;CANTINE-20250617;BNI
17/06/2025;531001;Achat gouter;0;11300;CANTINE-20250617;BNI
18/06/2025;601006;Achat legumes;21500;0;CANTINE-20250618;BNI
18/06/2025;531001;Achat legumes;0;21500;CANTINE-20250618;BNI
19/06/2025;601008;Achat viande;24500;0;CANTINE-20250619;BNI
19/06/2025;531001;Achat viande;0;24500;CANTINE-20250619;BNI
20/06/2025;706001;Ecolage divers élèves;0;1650000;ECOL-20250620;BNI
20/06/2025;531001;Ecolage divers élèves;1650000;0;ECOL-20250620;BNI
25/06/2025;512001;Versement en banque BMOI;160000;0;VERS250625;BNI
25/06/2025;531001;Versement en banque BMOI;0;160000;VERS250625;BNI
25/06/2025;641002;Paiement salaire maitresse;250000;0;SALAIRE-20250625;BNI
25/06/2025;641004;Paiement salaire gardien;180000;0;SALAIRE-20250625;BNI
25/06/2025;641005;Paiement femme de ménage;150000;0;SALAIRE-20250625;BNI
25/06/2025;531001;Paiement salaires;0;580000;SALAIRE-20250625;BNI
27/06/2025;605004;Jirama;41200;0;JIRAMA-20250627;BNI
27/06/2025;531001;Jirama;0;41200;JIRAMA-20250627;BNI
28/06/2025;607001;Achat fournitures bureau;135000;0;FOURN-20250628;BNI
28/06/2025;401001;Achat fournitures bureau;0;135000;FOURN-20250628;BNI
30/06/2025;401001;Règlement fournisseur;135000;0;REG-FOURN-20250630;BNI
30/06/2025;531001;Règlement fournisseur;0;135000;REG-FOURN-20250630;BNI
01/07/2025;601006;Achat legumes;21400;0;CANTINE-20250701;BNI
01/07/2025;531001;Achat legumes;0;21400;CANTINE-20250701;BNI
02/07/2025;601008;Achat viande;24400;0;CANTINE-20250702;BNI
02/07/2025;531001;Achat viande;0;24400;CANTINE-20250702;BNI
03/07/2025;601009;Achat gouter;11500;0;CANTINE-20250703;BNI
03/07/2025;531001;Achat gouter;0;11500;CANTINE-20250703;BNI
04/07/2025;601006;Achat legumes;21700;0;CANTINE-20250704;BNI
04/07/2025;531001;Achat legumes;0;21700;CANTINE-20250704;BNI
07/07/2025;601008;Achat viande;24700;0;CANTINE-20250707;BNI
07/07/2025;531001;Achat viande;0;24700;CANTINE-20250707;BNI
08/07/2025;601009;Achat gouter;11700;0;CANTINE-20250708;BNI
08/07/2025;531001;Achat gouter;0;11700;CANTINE-20250708;BNI
09/07/2025;601006;Achat legumes;22000;0;CANTINE-20250709;BNI
09/07/2025;531001;Achat legumes;0;22000;CANTINE-20250709;BNI
10/07/2025;601008;Achat viande;25000;0;CANTINE-20250710;BNI
10/07/2025;531001;Achat viande;0;25000;CANTINE-20250710;BNI
11/07/2025;601009;Achat gouter;11900;0;CANTINE-20250711;BNI
11/07/2025;531001;Achat gouter;0;11900;CANTINE-20250711;BNI
14/07/2025;601006;Achat legumes;22300;0;CANTINE-20250714;BNI
14/07/2025;531001;Achat legumes;0;22300;CANTINE-20250714;BNI
15/07/2025;601008;Achat viande;25300;0;CANTINE-20250715;BNI
15/07/2025;531001;Achat viande;0;25300;CANTINE-20250715;BNI
16/07/2025;601009;Achat gouter;12100;0;CANTINE-20250716;BNI
16/07/2025;531001;Achat gouter;0;12100;CANTINE-20250716;BNI
17/07/2025;601006;Achat legumes;22600;0;CANTINE-20250717;BNI
17/07/2025;531001;Achat legumes;0;22600;CANTINE-20250717;BNI
18/07/2025;601008;Achat viande;25600;0;CANTINE-20250718;BNI
18/07/2025;531001;Achat viande;0;25600;CANTINE-20250718;BNI
21/07/2025;601009;Achat gouter;12300;0;CANTINE-20250721;BNI
21/07/2025;531001;Achat gouter;0;12300;CANTINE-20250721;BNI
22/07/2025;706001;Ecolage divers élèves;0;1670000;ECOL-20250722;BNI
22/07/2025;531001;Ecolage divers élèves;1670000;0;ECOL-20250722;BNI
25/07/2025;641002;Paiement salaire maitresse;250000;0;SALAIRE-20250725;BNI
25/07/2025;641004;Paiement salaire gardien;180000;0;SALAIRE-20250725;BNI
25/07/2025;641005;Paiement femme de ménage;150000;0;SALAIRE-20250725;BNI
25/07/2025;531001;Paiement salaires;0;580000;SALAIRE-20250725;BNI
27/07/2025;605004;Jirama;42500;0;JIRAMA-20250727;BNI
27/07/2025;531001;Jirama;0;42500;JIRAMA-20250727;BNI
29/07/2025;605002;Achat matériel éducatif;139000;0;FOURN-20250729;BNI
29/07/2025;401001;Achat matériel éducatif;0;139000;FOURN-20250729;BNI
31/07/2025;401001;Règlement fournisseur;139000;0;REG-FOURN-20250731;BNI
31/07/2025;531001;Règlement fournisseur;0;139000;REG-FOURN-20250731;BNI
01/08/2025;601006;Achat legumes;22500;0;CANTINE-20250801;BNI
01/08/2025;531001;Achat legumes;0;22500;CANTINE-20250801;BNI
04/08/2025;601008;Achat viande;25500;0;CANTINE-20250804;BNI
04/08/2025;531001;Achat viande;0;25500;CANTINE-20250804;BNI
05/08/2025;601009;Achat gouter;12500;0;CANTINE-20250805;BNI
05/08/2025;531001;Achat gouter;0;12500;CANTINE-20250805;BNI
06/08/2025;601006;Achat legumes;22800;0;CANTINE-20250806;BNI
06/08/2025;531001;Achat legumes;0;22800;CANTINE-20250806;BNI
07/08/2025;601008;Achat viande;25800;0;CANTINE-20250807;BNI
07/08/2025;531001;Achat viande;0;25800;CANTINE-20250807;BNI
08/08/2025;601009;Achat gouter;12700;0;CANTINE-20250808;BNI
08/08/2025;531001;Achat gouter;0;12700;CANTINE-20250808;BNI
11/08/2025;601006;Achat legumes;23100;0;CANTINE-20250811;BNI
11/08/2025;531001;Achat legumes;0;23100;CANTINE-20250811;BNI
12/08/2025;601008;Achat viande;26100;0;CANTINE-20250812;BNI
12/08/2025;531001;Achat viande;0;26100;CANTINE-20250812;BNI
13/08/2025;601009;Achat gouter;12900;0;CANTINE-20250813;BNI
13/08/2025;531001;Achat gouter;0;12900;CANTINE-20250813;BNI
14/08/2025;601006;Achat legumes;23400;0;CANTINE-20250814;BNI
14/08/2025;531001;Achat legumes;0;23400;CANTINE-20250814;BNI
15/08/2025;512001;Appro caisse via BMOI;0;2400000;APPRO-20250815;BNI
15/08/2025;531001;Appro caisse via BMOI;2400000;0;APPRO-20250815;BNI
15/08/2025;601008;Achat viande;26400;0;CANTINE-20250815;BNI
15/08/2025;531001;Achat viande;0;26400;CANTINE-20250815;BNI
18/08/2025;601009;Achat gouter;13100;0;CANTINE-20250818;BNI
18/08/2025;531001;Achat gouter;0;13100;CANTINE-20250818;BNI
19/08/2025;601006;Achat legumes;23700;0;CANTINE-20250819;BNI
19/08/2025;531001;Achat legumes;0;23700;CANTINE-20250819;BNI
20/08/2025;706001;Ecolage divers élèves;0;1690000;ECOL-20250820;BNI
20/08/2025;531001;Ecolage divers élèves;1690000;0;ECOL-20250820;BNI
25/08/2025;641002;Paiement salaire maitresse;250000;0;SALAIRE-20250825;BNI
25/08/2025;641004;Paiement salaire gardien;180000;0;SALAIRE-20250825;BNI
25/08/2025;641005;Paiement femme de ménage;150000;0;SALAIRE-20250825;BNI
25/08/2025;531001;Paiement salaires;0;580000;SALAIRE-20250825;BNI
27/08/2025;605004;Jirama;43800;0;JIRAMA-20250827;BNI
27/08/2025;531001;Jirama;0;43800;JIRAMA-20250827;BNI
29/08/2025;607002;Achat fournitures pédagogiques;145000;0;FOURN-20250829;BNI
29/08/2025;401001;Achat fournitures pédagogiques;0;145000;FOURN-20250829;BNI
31/08/2025;401001;Règlement fournisseur;145000;0;REG-FOURN-20250831;BNI
31/08/2025;531001;Règlement fournisseur;0;145000;REG-FOURN-20250831;BNI
01/09/2025;601006;Achat legumes;23600;0;CANTINE-20250901;BNI
01/09/2025;531001;Achat legumes;0;23600;CANTINE-20250901;BNI
02/09/2025;601008;Achat viande;26600;0;CANTINE-20250902;BNI
02/09/2025;531001;Achat viande;0;26600;CANTINE-20250902;BNI
03/09/2025;601009;Achat gouter;13300;0;CANTINE-20250903;BNI
03/09/2025;531001;Achat gouter;0;13300;CANTINE-20250903;BNI
04/09/2025;601006;Achat legumes;23900;0;CANTINE-20250904;BNI
04/09/2025;531001;Achat legumes;0;23900;CANTINE-20250904;BNI
05/09/2025;601008;Achat viande;26900;0;CANTINE-20250905;BNI
05/09/2025;531001;Achat viande;0;26900;CANTINE-20250905;BNI
08/09/2025;601009;Achat gouter;13500;0;CANTINE-20250908;BNI
08/09/2025;531001;Achat gouter;0;13500;CANTINE-20250908;BNI
09/09/2025;601006;Achat legumes;24200;0;CANTINE-20250909;BNI
09/09/2025;531001;Achat legumes;0;24200;CANTINE-20250909;BNI
10/09/2025;601008;Achat viande;27200;0;CANTINE-20250910;BNI
10/09/2025;531001;Achat viande;0;27200;CANTINE-20250910;BNI
11/09/2025;601009;Achat gouter;13700;0;CANTINE-20250911;BNI
11/09/2025;531001;Achat gouter;0;13700;CANTINE-20250911;BNI
12/09/2025;601006;Achat legumes;24500;0;CANTINE-20250912;BNI
12/09/2025;531001;Achat legumes;0;24500;CANTINE-20250912;BNI
15/09/2025;601008;Achat viande;27500;0;CANTINE-20250915;BNI
15/09/2025;531001;Achat viande;0;27500;CANTINE-20250915;BNI
16/09/2025;601009;Achat gouter;13900;0;CANTINE-20250916;BNI
16/09/2025;531001;Achat gouter;0;13900;CANTINE-20250916;BNI
17/09/2025;601006;Achat legumes;24800;0;CANTINE-20250917;BNI
17/09/2025;531001;Achat legumes;0;24800;CANTINE-20250917;BNI
18/09/2025;601008;Achat viande;27800;0;CANTINE-20250918;BNI
18/09/2025;531001;Achat viande;0;27800;CANTINE-20250918;BNI
19/09/2025;601009;Achat gouter;14100;0;CANTINE-20250919;BNI
19/09/2025;531001;Achat gouter;0;14100;CANTINE-20250919;BNI
22/09/2025;601006;Achat legumes;25100;0;CANTINE-20250922;BNI
22/09/2025;531001;Achat legumes;0;25100;CANTINE-20250922;BNI
23/09/2025;601008;Achat viande;28100;0;CANTINE-20250923;BNI
23/09/2025;531001;Achat viande;0;28100;CANTINE-20250923;BNI
24/09/2025;601009;Achat gouter;14300;0;CANTINE-20250924;BNI
24/09/2025;531001;Achat gouter;0;14300;CANTINE-20250924;BNI
25/09/2025;601006;Achat legumes;25400;0;CANTINE-20250925;BNI
25/09/2025;531001;Achat legumes;0;25400;CANTINE-20250925;BNI
26/09/2025;601008;Achat viande;28400;0;CANTINE-20250926;BNI
26/09/2025;531001;Achat viande;0;28400;CANTINE-20250926;BNI
29/09/2025;601009;Achat gouter;14500;0;CANTINE-20250929;BNI
29/09/2025;531001;Achat gouter;0;14500;CANTINE-20250929;BNI
30/09/2025;164001;Echeancier pret bancaire;1150000;0;PRET-20250930;BNI
30/09/2025;531001;Ecolage divers élèves;1150000;0;PRET-20250930;BNI
30/09/2025;706001;Ecolage divers élèves;0;1710000;ECOL-20250930;BNI
30/09/2025;531001;Ecolage divers élèves;1710000;0;ECOL-20250930;BNI
02/10/2025;641002;Paiement salaire maitresse;250000;0;SALAIRE-20251002;BNI
02/10/2025;641004;Paiement salaire gardien;180000;0;SALAIRE-20251002;BNI
02/10/2025;641005;Paiement femme de ménage;150000;0;SALAIRE-20251002;BNI
02/10/2025;531001;Paiement salaires;0;580000;SALAIRE-20251002;BNI
