Date;Sous-compte;Libelle;Debit;Credit;Reference;CODE
01/02/2024;601006;Achat legumes;14300;0;CANTINE-20240201;BNI
01/02/2024;531001;Achat legumes;0;14300;CANTINE-20240201;BNI
02/02/2024;601008;Achat viande;17300;0;CANTINE-20240202;BNI
02/02/2024;531001;Achat viande;0;17300;CANTINE-20240202;BNI
05/02/2024;601009;Achat gouter;6600;0;CANTINE-20240205;BNI
05/02/2024;531001;Achat gouter;0;6600;CANTINE-20240205;BNI
06/02/2024;601006;Achat legumes;14600;0;CANTINE-20240206;BNI
06/02/2024;531001;Achat legumes;0;14600;CANTINE-20240206;BNI
07/02/2024;601008;Achat viande;17600;0;CANTINE-20240207;BNI
07/02/2024;531001;Achat viande;0;17600;CANTINE-20240207;BNI
08/02/2024;601009;Achat gouter;6800;0;CANTINE-20240208;BNI
08/02/2024;531001;Achat gouter;0;6800;CANTINE-20240208;BNI
09/02/2024;601006;Achat legumes;14900;0;CANTINE-20240209;BNI
09/02/2024;531001;Achat legumes;0;14900;CANTINE-20240209;BNI
12/02/2024;601008;Achat viande;17900;0;CANTINE-20240212;BNI
12/02/2024;531001;Achat viande;0;17900;CANTINE-20240212;BNI
13/02/2024;601009;Achat gouter;7000;0;CANTINE-20240213;BNI
13/02/2024;531001;Achat gouter;0;7000;CANTINE-20240213;BNI
14/02/2024;601006;Achat legumes;15200;0;CANTINE-20240214;BNI
14/02/2024;531001;Achat legumes;0;15200;CANTINE-20240214;BNI
15/02/2024;164001;Echeancier pret bancaire;850000;0;PRET-20240215;BNI
15/02/2024;531001;Echeancier pret bancaire;0;850000;PRET-20240215;BNI
15/02/2024;601008;Achat viande;18200;0;CANTINE-20240215;BNI
15/02/2024;531001;Achat viande;0;18200;CANTINE-20240215;BNI
16/02/2024;601009;Achat gouter;7200;0;CANTINE-20240216;BNI
16/02/2024;531001;Achat gouter;0;7200;CANTINE-20240216;BNI
19/02/2024;601006;Achat legumes;15500;0;CANTINE-20240219;BNI
19/02/2024;531001;Achat legumes;0;15500;CANTINE-20240219;BNI
20/02/2024;706001;Ecolage divers élèves;0;1540000;ECOL-20240220;BNI
20/02/2024;531001;Ecolage divers élèves;1540000;0;ECOL-20240220;BNI
25/02/2024;641002;Paiement salaire maitresse;250000;0;SALAIRE-20240225;BNI
25/02/2024;641004;Paiement salaire gardien;180000;0;SALAIRE-20240225;BNI
25/02/2024;641005;Paiement femme de ménage;150000;0;SALAIRE-20240225;BNI
25/02/2024;531001;Paiement salaires;0;580000;SALAIRE-20240225;BNI
27/02/2024;605004;Jirama;32800;0;JIRAMA-20240227;BNI
27/02/2024;531001;Jirama;0;32800;JIRAMA-20240227;BNI
29/02/2024;607001;Achat fournitures bureau;121000;0;FOURN-20240229;BNI
29/02/2024;401001;Achat fournitures bureau;0;121000;FOURN-20240229;BNI
02/03/2024;401001;Règlement fournisseur;121000;0;REG-FOURN-20240302;BNI
02/03/2024;531001;Règlement fournisseur;0;121000;REG-FOURN-20240302;BNI
04/03/2024;601006;Achat legumes;15400;0;CANTINE-20240304;BNI
04/03/2024;531001;Achat legumes;0;15400;CANTINE-20240304;BNI
05/03/2024;601008;Achat viande;18400;0;CANTINE-20240305;BNI
05/03/2024;531001;Achat viande;0;18400;CANTINE-20240305;BNI
06/03/2024;601009;Achat gouter;7400;0;CANTINE-20240306;BNI
06/03/2024;531001;Achat gouter;0;7400;CANTINE-20240306;BNI
07/03/2024;601006;Achat legumes;15700;0;CANTINE-20240307;BNI
07/03/2024;531001;Achat legumes;0;15700;CANTINE-20240307;BNI
08/03/2024;601008;Achat viande;18700;0;CANTINE-20240308;BNI
08/03/2024;531001;Achat viande;0;18700;CANTINE-20240308;BNI
11/03/2024;601009;Achat gouter;7600;0;CANTINE-20240311;BNI
11/03/2024;531001;Achat gouter;0;7600;CANTINE-20240311;BNI
12/03/2024;601006;Achat legumes;16000;0;CANTINE-20240312;BNI
12/03/2024;531001;Achat legumes;0;16000;CANTINE-20240312;BNI
13/03/2024;601008;Achat viande;19000;0;CANTINE-20240313;BNI
13/03/2024;531001;Achat viande;0;19000;CANTINE-20240313;BNI
14/03/2024;601009;Achat gouter;7800;0;CANTINE-20240314;BNI
14/03/2024;531001;Achat gouter;0;7800;CANTINE-20240314;BNI
15/03/2024;601006;Achat legumes;16300;0;CANTINE-20240315;BNI
15/03/2024;531001;Achat legumes;0;16300;CANTINE-20240315;BNI
18/03/2024;512001;Versement en banque BMOI;120000;0;VERS180324;BNI
18/03/2024;531001;Versement en banque BMOI;0;120000;VERS180324;BNI
18/03/2024;601008;Achat viande;19300;0;CANTINE-20240318;BNI
18/03/2024;531001;Achat viande;0;19300;CANTINE-20240318;BNI
19/03/2024;601009;Achat gouter;8000;0;CANTINE-20240319;BNI
19/03/2024;531001;Achat gouter;0;8000;CANTINE-20240319;BNI
20/03/2024;706001;Ecolage divers élèves;0;1560000;ECOL-20240320;BNI
20/03/2024;531001;Ecolage divers élèves;1560000;0;ECOL-20240320;BNI
25/03/2024;641002;Paiement salaire maitresse;250000;0;SALAIRE-20240325;BNI
25/03/2024;641004;Paiement salaire gardien;180000;0;SALAIRE-20240325;BNI
25/03/2024;641005;Paiement femme de ménage;150000;0;SALAIRE-20240325;BNI
25/03/2024;531001;Paiement salaires;0;580000;SALAIRE-20240325;BNI
27/03/2024;605004;Jirama;34500;0;JIRAMA-20240327;BNI
27/03/2024;531001;Jirama;0;34500;JIRAMA-20240327;BNI
29/03/2024;605002;Achat matériel éducatif;134000;0;FOURN-20240329;BNI
29/03/2024;401001;Achat matériel éducatif;0;134000;FOURN-20240329;BNI
31/03/2024;401001;Règlement fournisseur;134000;0;REG-FOURN-20240331;BNI
31/03/2024;531001;Règlement fournisseur;0;134000;REG-FOURN-20240331;BNI
01/04/2024;601006;Achat legumes;16200;0;CANTINE-20240401;BNI
01/04/2024;531001;Achat legumes;0;16200;CANTINE-20240401;BNI
02/04/2024;601008;Achat viande;19200;0;CANTINE-20240402;BNI
02/04/2024;531001;Achat viande;0;19200;CANTINE-20240402;BNI
03/04/2024;601009;Achat gouter;8200;0;CANTINE-20240403;BNI
03/04/2024;531001;Achat gouter;0;8200;CANTINE-20240403;BNI
04/04/2024;601006;Achat legumes;16500;0;CANTINE-20240404;BNI
04/04/2024;531001;Achat legumes;0;16500;CANTINE-20240404;BNI
05/04/2024;601008;Achat viande;19500;0;CANTINE-20240405;BNI
05/04/2024;531001;Achat viande;0;19500;CANTINE-20240405;BNI
08/04/2024;601009;Achat gouter;8400;0;CANTINE-20240408;BNI
08/04/2024;531001;Achat gouter;0;8400;CANTINE-20240408;BNI
09/04/2024;601006;Achat legumes;16800;0;CANTINE-20240409;BNI
09/04/2024;531001;Achat legumes;0;16800;CANTINE-20240409;BNI
10/04/2024;512001;Appro caisse via BMOI;0;1800000;APPRO-20240410;BNI
10/04/2024;531001;Appro caisse via BMOI;1800000;0;APPRO-20240410;BNI
10/04/2024;601008;Achat viande;19800;0;CANTINE-20240410;BNI
10/04/2024;531001;Achat viande;0;19800;CANTINE-20240410;BNI
11/04/2024;601009;Achat gouter;8600;0;CANTINE-20240411;BNI
11/04/2024;531001;Achat gouter;0;8600;CANTINE-20240411;BNI
12/04/2024;601006;Achat legumes;17100;0;CANTINE-20240412;BNI
12/04/2024;531001;Achat legumes;0;17100;CANTINE-20240412;BNI
15/04/2024;601008;Achat viande;20100;0;CANTINE-20240415;BNI
15/04/2024;531001;Achat viande;0;20100;CANTINE-20240415;BNI
16/04/2024;601009;Achat gouter;8800;0;CANTINE-20240416;BNI
16/04/2024;531001;Achat gouter;0;8800;CANTINE-20240416;BNI
17/04/2024;601006;Achat legumes;17400;0;CANTINE-20240417;BNI
17/04/2024;531001;Achat legumes;0;17400;CANTINE-20240417;BNI
18/04/2024;601008;Achat viande;20400;0;CANTINE-20240418;BNI
18/04/2024;531001;Achat viande;0;20400;CANTINE-20240418;BNI
19/04/2024;601009;Achat gouter;9000;0;CANTINE-20240419;BNI
19/04/2024;531001;Achat gouter;0;9000;CANTINE-20240419;BNI
22/04/2024;706001;Ecolage divers élèves;0;1580000;ECOL-20240422;BNI
22/04/2024;531001;Ecolage divers élèves;1580000;0;ECOL-20240422;BNI
25/04/2024;641002;Paiement salaire maitresse;250000;0;SALAIRE-20240425;BNI
25/04/2024;641004;Paiement salaire gardien;180000;0;SALAIRE-20240425;BNI
25/04/2024;641005;Paiement femme de ménage;150000;0;SALAIRE-20240425;BNI
25/04/2024;531001;Paiement salaires;0;580000;SALAIRE-20240425;BNI
27/04/2024;605004;Jirama;36200;0;JIRAMA-20240427;BNI
27/04/2024;531001;Jirama;0;36200;JIRAMA-20240427;BNI
29/04/2024;607002;Achat fournitures pédagogiques;130000;0;FOURN-20240429;BNI
29/04/2024;401001;Achat fournitures pédagogiques;0;130000;FOURN-20240429;BNI
30/04/2024;401001;Règlement fournisseur;130000;0;REG-FOURN-20240430;BNI
30/04/2024;531001;Règlement fournisseur;0;130000;REG-FOURN-20240430;BNI
02/05/2024;601006;Achat legumes;17300;0;CANTINE-20240502;BNI
02/05/2024;531001;Achat legumes;0;17300;CANTINE-20240502;BNI
03/05/2024;601008;Achat viande;20300;0;CANTINE-20240503;BNI
03/05/2024;531001;Achat viande;0;20300;CANTINE-20240503;BNI
06/05/2024;601009;Achat gouter;9200;0;CANTINE-20240506;BNI
06/05/2024;531001;Achat gouter;0;9200;CANTINE-20240506;BNI
07/05/2024;601006;Achat legumes;17600;0;CANTINE-20240507;BNI
07/05/2024;531001;Achat legumes;0;17600;CANTINE-20240507;BNI
08/05/2024;601008;Achat viande;20600;0;CANTINE-20240508;BNI
08/05/2024;531001;Achat viande;0;20600;CANTINE-20240508;BNI
09/05/2024;601009;Achat gouter;9400;0;CANTINE-20240509;BNI
09/05/2024;531001;Achat gouter;0;9400;CANTINE-20240509;BNI
10/05/2024;601006;Achat legumes;17900;0;CANTINE-20240510;BNI
10/05/2024;531001;Achat legumes;0;17900;CANTINE-20240510;BNI
13/05/2024;601008;Achat viande;20900;0;CANTINE-20240513;BNI
13/05/2024;531001;Achat viande;0;20900;CANTINE-20240513;BNI
14/05/2024;601009;Achat gouter;9600;0;CANTINE-20240514;BNI
14/05/2024;531001;Achat gouter;0;9600;CANTINE-20240514;BNI
15/05/2024;601006;Achat legumes;18200;0;CANTINE-20240515;BNI
15/05/2024;531001;Achat legumes;0;18200;CANTINE-20240515;BNI
16/05/2024;601008;Achat viande;21200;0;CANTINE-20240516;BNI
16/05/2024;531001;Achat viande;0;21200;CANTINE-20240516;BNI
17/05/2024;601009;Achat gouter;9800;0;CANTINE-20240517;BNI
17/05/2024;531001;Achat gouter;0;9800;CANTINE-20240517;BNI
20/05/2024;706001;Ecolage divers élèves;0;1600000;ECOL-20240520;BNI
20/05/2024;531001;Ecolage divers élèves;1600000;0;ECOL-20240520;BNI
24/05/2024;641002;Paiement salaire maitresse;250000;0;SALAIRE-20240524;BNI
24/05/2024;641004;Paiement salaire gardien;180000;0;SALAIRE-20240524;BNI
24/05/2024;641005;Paiement femme de ménage;150000;0;SALAIRE-20240524;BNI
24/05/2024;531001;Paiement salaires;0;580000;SALAIRE-20240524;BNI
25/05/2024;164001;Echeancier pret bancaire;950000;0;PRET-20240525;BNI
25/05/2024;531001;Echeancier pret bancaire;0;950000;PRET-20240525;BNI
26/05/2024;605004;Jirama;37500;0;JIRAMA-20240526;BNI
26/05/2024;531001;Jirama;0;37500;JIRAMA-20240526;BNI
29/05/2024;601001;Achat fournitures scolaires;138000;0;FOURN-20240529;BNI
29/05/2024;401001;Achat fournitures scolaires;0;138000;FOURN-20240529;BNI
31/05/2024;401001;Règlement fournisseur;138000;0;REG-FOURN-20240531;BNI
31/05/2024;531001;Règlement fournisseur;0;138000;REG-FOURN-20240531;BNI
03/06/2024;601006;Achat legumes;18100;0;CANTINE-20240603;BNI
03/06/2024;531001;Achat legumes;0;18100;CANTINE-20240603;BNI
04/06/2024;601008;Achat viande;21100;0;CANTINE-20240604;BNI
04/06/2024;531001;Achat viande;0;21100;CANTINE-20240604;BNI
05/06/2024;601009;Achat gouter;10000;0;CANTINE-20240605;BNI
05/06/2024;531001;Achat gouter;0;10000;CANTINE-20240605;BNI
06/06/2024;601006;Achat legumes;18400;0;CANTINE-20240606;BNI
06/06/2024;531001;Achat legumes;0;18400;CANTINE-20240606;BNI
07/06/2024;601008;Achat viande;21400;0;CANTINE-20240607;BNI
07/06/2024;531001;Achat viande;0;21400;CANTINE-20240607;BNI
10/06/2024;601009;Achat gouter;10200;0;CANTINE-20240610;BNI
10/06/2024;531001;Achat gouter;0;10200;CANTINE-20240610;BNI
11/06/2024;601006;Achat legumes;18700;0;CANTINE-20240611;BNI
11/06/2024;531001;Achat legumes;0;18700;CANTINE-20240611;BNI
12/06/2024;601008;Achat viande;21700;0;CANTINE-20240612;BNI
12/06/2024;531001;Achat viande;0;21700;CANTINE-20240612;BNI
13/06/2024;601009;Achat gouter;10400;0;CANTINE-20240613;BNI
13/06/2024;531001;Achat gouter;0;10400;CANTINE-20240613;BNI
14/06/2024;601006;Achat legumes;19000;0;CANTINE-20240614;BNI
14/06/2024;531001;Achat legumes;0;19000;CANTINE-20240614;BNI
17/06/2024;601008;Achat viande;22000;0;CANTINE-20240617;BNI
17/06/2024;531001;Achat viande;0;22000;CANTINE-20240617;BNI
18/06/2024;601009;Achat gouter;10600;0;CANTINE-20240618;BNI
18/06/2024;531001;Achat gouter;0;10600;CANTINE-20240618;BNI
20/06/2024;706001;Ecolage divers élèves;0;1620000;ECOL-20240620;BNI
20/06/2024;531001;Ecolage divers élèves;1620000;0;ECOL-20240620;BNI
25/06/2024;641002;Paiement salaire maitresse;250000;0;SALAIRE-20240625;BNI
25/06/2024;641004;Paiement salaire gardien;180000;0;SALAIRE-20240625;BNI
25/06/2024;641005;Paiement femme de ménage;150000;0;SALAIRE-20240625;BNI
25/06/2024;531001;Paiement salaires;0;580000;SALAIRE-20240625;BNI
27/06/2024;605004;Jirama;38800;0;JIRAMA-20240627;BNI
27/06/2024;531001;Jirama;0;38800;JIRAMA-20240627;BNI
28/06/2024;607001;Achat fournitures bureau;131000;0;FOURN-20240628;BNI
28/06/2024;401001;Achat fournitures bureau;0;131000;FOURN-20240628;BNI
30/06/2024;401001;Règlement fournisseur;131000;0;REG-FOURN-20240630;BNI
30/06/2024;531001;Règlement fournisseur;0;131000;REG-FOURN-20240630;BNI
01/07/2024;601006;Achat legumes;18900;0;CANTINE-20240701;BNI
01/07/2024;531001;Achat legumes;0;18900;CANTINE-20240701;BNI
02/07/2024;601008;Achat viande;21900;0;CANTINE-20240702;BNI
02/07/2024;531001;Achat viande;0;21900;CANTINE-20240702;BNI
03/07/2024;601009;Achat gouter;10800;0;CANTINE-20240703;BNI
03/07/2024;531001;Achat gouter;0;10800;CANTINE-20240703;BNI
04/07/2024;601006;Achat legumes;19200;0;CANTINE-20240704;BNI
04/07/2024;531001;Achat legumes;0;19200;CANTINE-20240704;BNI
05/07/2024;601008;Achat viande;22200;0;CANTINE-20240705;BNI
05/07/2024;531001;Achat viande;0;22200;CANTINE-20240705;BNI
08/07/2024;601009;Achat gouter;11000;0;CANTINE-20240708;BNI
08/07/2024;531001;Achat gouter;0;11000;CANTINE-20240708;BNI
09/07/2024;601006;Achat legumes;19500;0;CANTINE-20240709;BNI
09/07/2024;531001;Achat legumes;0;19500;CANTINE-20240709;BNI
10/07/2024;601008;Achat viande;22500;0;CANTINE-20240710;BNI
10/07/2024;531001;Achat viande;0;22500;CANTINE-20240710;BNI
11/07/2024;601009;Achat gouter;11200;0;CANTINE-20240711;BNI
11/07/2024;531001;Achat gouter;0;11200;CANTINE-20240711;BNI
12/07/2024;601006;Achat legumes;19800;0;CANTINE-20240712;BNI
12/07/2024;531001;Achat legumes;0;19800;CANTINE-20240712;BNI
15/07/2024;512001;Versement en banque BMOI;150000;0;VERS150724;BNI
15/07/2024;531001;Versement en banque BMOI;0;150000;VERS150724;BNI
15/07/2024;601008;Achat viande;22800;0;CANTINE-20240715;BNI
15/07/2024;531001;Achat viande;0;22800;CANTINE-20240715;BNI
16/07/2024;601009;Achat gouter;11400;0;CANTINE-20240716;BNI
16/07/2024;531001;Achat gouter;0;11400;CANTINE-20240716;BNI
17/07/2024;601006;Achat legumes;20100;0;CANTINE-20240717;BNI
17/07/2024;531001;Achat legumes;0;20100;CANTINE-20240717;BNI
18/07/2024;601008;Achat viande;23100;0;CANTINE-20240718;BNI
18/07/2024;531001;Achat viande;0;23100;CANTINE-20240718;BNI
19/07/2024;601009;Achat gouter;11600;0;CANTINE-20240719;BNI
19/07/2024;531001;Achat gouter;0;11600;CANTINE-20240719;BNI
22/07/2024;706001;Ecolage divers élèves;0;1640000;ECOL-20240722;BNI
22/07/2024;531001;Ecolage divers élèves;1640000;0;ECOL-20240722;BNI
25/07/2024;641002;Paiement salaire maitresse;250000;0;SALAIRE-20240725;BNI
25/07/2024;641004;Paiement salaire gardien;180000;0;SALAIRE-20240725;BNI
25/07/2024;641005;Paiement femme de ménage;150000;0;SALAIRE-20240725;BNI
25/07/2024;531001;Paiement salaires;0;580000;SALAIRE-20240725;BNI
27/07/2024;605004;Jirama;40200;0;JIRAMA-20240727;BNI
27/07/2024;531001;Jirama;0;40200;JIRAMA-20240727;BNI
29/07/2024;605002;Achat matériel éducatif;137000;0;FOURN-20240729;BNI
29/07/2024;401001;Achat matériel éducatif;0;137000;FOURN-20240729;BNI
31/07/2024;401001;Règlement fournisseur;137000;0;REG-FOURN-20240731;BNI
31/07/2024;531001;Règlement fournisseur;0;137000;REG-FOURN-20240731;BNI
01/08/2024;601006;Achat legumes;20000;0;CANTINE-20240801;BNI
01/08/2024;531001;Achat legumes;0;20000;CANTINE-20240801;BNI
02/08/2024;601008;Achat viande;23000;0;CANTINE-20240802;BNI
02/08/2024;531001;Achat viande;0;23000;CANTINE-20240802;BNI
05/08/2024;601009;Achat gouter;11800;0;CANTINE-20240805;BNI
05/08/2024;531001;Achat gouter;0;11800;CANTINE-20240805;BNI
06/08/2024;601006;Achat legumes;20300;0;CANTINE-20240806;BNI
06/08/2024;531001;Achat legumes;0;20300;CANTINE-20240806;BNI
07/08/2024;601008;Achat viande;23300;0;CANTINE-20240807;BNI
07/08/2024;531001;Achat viande;0;23300;CANTINE-20240807;BNI
08/08/2024;601009;Achat gouter;12000;0;CANTINE-20240808;BNI
08/08/2024;531001;Achat gouter;0;12000;CANTINE-20240808;BNI
09/08/2024;601006;Achat legumes;20600;0;CANTINE-20240809;BNI
09/08/2024;531001;Achat legumes;0;20600;CANTINE-20240809;BNI
12/08/2024;601008;Achat viande;23600;0;CANTINE-20240812;BNI
12/08/2024;531001;Achat viande;0;23600;CANTINE-20240812;BNI
13/08/2024;601009;Achat gouter;12200;0;CANTINE-20240813;BNI
13/08/2024;531001;Achat gouter;0;12200;CANTINE-20240813;BNI
14/08/2024;601006;Achat legumes;20900;0;CANTINE-20240814;BNI
14/08/2024;531001;Achat legumes;0;20900;CANTINE-20240814;BNI
15/08/2024;601008;Achat viande;23900;0;CANTINE-20240815;BNI
15/08/2024;531001;Achat viande;0;23900;CANTINE-20240815;BNI
16/08/2024;601009;Achat gouter;12400;0;CANTINE-20240816;BNI
16/08/2024;531001;Achat gouter;0;12400;CANTINE-20240816;BNI
19/08/2024;601006;Achat legumes;21200;0;CANTINE-20240819;BNI
19/08/2024;531001;Achat legumes;0;21200;CANTINE-20240819;BNI
20/08/2024;706001;Ecolage divers élèves;0;1660000;ECOL-20240820;BNI
20/08/2024;531001;Ecolage divers élèves;1660000;0;ECOL-20240820;BNI
25/08/2024;641002;Paiement salaire maitresse;250000;0;SALAIRE-20240825;BNI
25/08/2024;641004;Paiement salaire gardien;180000;0;SALAIRE-20240825;BNI
25/08/2024;641005;Paiement femme de ménage;150000;0;SALAIRE-20240825;BNI
25/08/2024;531001;Paiement salaires;0;580000;SALAIRE-20240825;BNI
27/08/2024;605004;Jirama;41500;0;JIRAMA-20240827;BNI
27/08/2024;531001;Jirama;0;41500;JIRAMA-20240827;BNI
29/08/2024;607002;Achat fournitures pédagogiques;142000;0;FOURN-20240829;BNI
29/08/2024;401001;Achat fournitures pédagogiques;0;142000;FOURN-20240829;BNI
31/08/2024;401001;Règlement fournisseur;142000;0;REG-FOURN-20240831;BNI
31/08/2024;531001;Règlement fournisseur;0;142000;REG-FOURN-20240831;BNI
02/09/2024;601006;Achat legumes;21100;0;CANTINE-20240902;BNI
02/09/2024;531001;Achat legumes;0;21100;CANTINE-20240902;BNI
03/09/2024;601008;Achat viande;24100;0;CANTINE-20240903;BNI
03/09/2024;531001;Achat viande;0;24100;CANTINE-20240903;BNI
04/09/2024;601009;Achat gouter;12600;0;CANTINE-20240904;BNI
04/09/2024;531001;Achat gouter;0;12600;CANTINE-20240904;BNI
05/09/2024;601006;Achat legumes;21400;0;CANTINE-20240905;BNI
05/09/2024;531001;Achat legumes;0;21400;CANTINE-20240905;BNI
06/09/2024;601008;Achat viande;24400;0;CANTINE-20240906;BNI
06/09/2024;531001;Achat viande;0;24400;CANTINE-20240906;BNI
09/09/2024;601009;Achat gouter;12800;0;CANTINE-20240909;BNI
09/09/2024;531001;Achat gouter;0;12800;CANTINE-20240909;BNI
10/09/2024;512001;Appro caisse via BMOI;0;2200000;APPRO-20240910;BNI
10/09/2024;531001;Appro caisse via BMOI;2200000;0;APPRO-20240910;BNI
10/09/2024;601006;Achat legumes;21700;0;CANTINE-20240910;BNI
10/09/2024;531001;Achat legumes;0;21700;CANTINE-20240910;BNI
11/09/2024;601008;Achat viande;24700;0;CANTINE-20240911;BNI
11/09/2024;531001;Achat viande;0;24700;CANTINE-20240911;BNI
12/09/2024;601009;Achat gouter;13000;0;CANTINE-20240912;BNI
12/09/2024;531001;Achat gouter;0;13000;CANTINE-20240912;BNI
13/09/2024;601006;Achat legumes;22000;0;CANTINE-20240913;BNI
13/09/2024;531001;Achat legumes;0;22000;CANTINE-20240913;BNI
16/09/2024;601008;Achat viande;25000;0;CANTINE-20240916;BNI
16/09/2024;531001;Achat viande;0;25000;CANTINE-20240916;BNI
17/09/2024;601009;Achat gouter;13200;0;CANTINE-20240917;BNI
17/09/2024;531001;Achat gouter;0;13200;CANTINE-20240917;BNI
18/09/2024;601006;Achat legumes;22300;0;CANTINE-20240918;BNI
18/09/2024;531001;Achat legumes;0;22300;CANTINE-20240918;BNI
19/09/2024;601008;Achat viande;25300;0;CANTINE-20240919;BNI
19/09/2024;531001;Achat viande;0;25300;CANTINE-20240919;BNI
20/09/2024;706001;Ecolage divers élèves;0;1680000;ECOL-20240920;BNI
20/09/2024;531001;Ecolage divers élèves;1680000;0;ECOL-20240920;BNI
25/09/2024;641002;Paiement salaire maitresse;250000;0;SALAIRE-20240925;BNI
25/09/2024;641004;Paiement salaire gardien;180000;0;SALAIRE-20240925;BNI
25/09/2024;641005;Paiement femme de ménage;150000;0;SALAIRE-20240925;BNI
25/09/2024;531001;Paiement salaires;0;580000;SALAIRE-20240925;BNI
27/09/2024;605004;Jirama;42800;0;JIRAMA-20240927;BNI
27/09/2024;531001;Jirama;0;42800;JIRAMA-20240927;BNI
30/09/2024;601001;Achat fournitures scolaires;148000;0;FOURN-20240930;BNI
30/09/2024;401001;Achat fournitures scolaires;0;148000;FOURN-20240930;BNI
02/10/2024;401001;Règlement fournisseur;148000;0;REG-FOURN-20241002;BNI
02/10/2024;531001;Règlement fournisseur;0;148000;REG-FOURN-20241002;BNI
03/10/2024;601006;Achat legumes;22200;0;CANTINE-20241003;BNI
03/10/2024;531001;Achat legumes;0;22200;CANTINE-20241003;BNI
04/10/2024;601008;Achat viande;25200;0;CANTINE-20241004;BNI
04/10/2024;531001;Achat viande;0;25200;CANTINE-20241004;BNI
07/10/2024;601009;Achat gouter;13400;0;CANTINE-20241007;BNI
07/10/2024;531001;Achat gouter;0;13400;CANTINE-20241007;BNI
08/10/2024;601006;Achat legumes;22500;0;CANTINE-20241008;BNI
08/10/2024;531001;Achat legumes;0;22500;CANTINE-20241008;BNI
09/10/2024;601008;Achat viande;25500;0;CANTINE-20241009;BNI
09/10/2024;531001;Achat viande;0;25500;CANTINE-20241009;BNI
10/10/2024;601009;Achat gouter;13600;0;CANTINE-20241010;BNI
10/10/2024;531001;Achat gouter;0;13600;CANTINE-20241010;BNI
11/10/2024;601006;Achat legumes;22800;0;CANTINE-20241011;BNI
11/10/2024;531001;Achat legumes;0;22800;CANTINE-20241011;BNI
14/10/2024;601008;Achat viande;25800;0;CANTINE-20241014;BNI
14/10/2024;531001;Achat viande;0;25800;CANTINE-20241014;BNI
15/10/2024;601009;Achat gouter;13800;0;CANTINE-20241015;BNI
15/10/2024;531001;Achat gouter;0;13800;CANTINE-20241015;BNI
16/10/2024;601006;Achat legumes;23100;0;CANTINE-20241016;BNI
16/10/2024;531001;Achat legumes;0;23100;CANTINE-20241016;BNI
