Date;Sous-compte;Libelle;Debit;Credit;Reference;CODE
10/01/2023;605004;Facture électricité;28000;0;ELEC-202301;CAI
10/01/2023;530000;Paiement électricité;0;28000;ELEC-202301;CAI
11/01/2023;605005;Facture eau;12000;0;EAU-202301;CAI
11/01/2023;530000;Paiement eau;0;12000;EAU-202301;CAI
12/01/2023;626002;Abonnement téléphonique et internet;70000;0;NET-202301;CAI
12/01/2023;530000;Paiement internet;0;70000;NET-202301;CAI
23/01/2023;641002;Salaire maîtresse;250000;0;SAL-202301;BNI
23/01/2023;641004;Salaire gardien;180000;0;SAL-202301;BNI
23/01/2023;641005;Salaire femme de ménage;150000;0;SAL-202301;BNI
23/01/2023;512001;Paiement salaires BNI;0;580000;SAL-202301;BNI
24/01/2023;625001;Cotisations CNAPS;34800;0;SOC-202301;CAI
24/01/2023;625002;Cotisations OSTIE;23200;0;SOC-202301;CAI
24/01/2023;530000;Paiement cotisations sociales;0;58000;SOC-202301;CAI
31/01/2023;681001;Amortissement mobilier scolaire;450000;0;AMO-202301;CAI
31/01/2023;281001;Contrepartie amortissement mobilier;0;450000;AMO-202301;CAI
31/01/2023;681002;Amortissement matériel informatique;300000;0;AMO-202301;CAI
31/01/2023;280001;Contrepartie amortissement informatique;0;300000;AMO-202301;CAI
18/02/2023;512001;Encaissement scolarité BNI;2000000;0;SCOL-202302;BNI
18/02/2023;706001;Frais de scolarité 2023-02;0;2000000;SCOL-202302;BNI
18/02/2023;512001;Encaissement cantine BNI;575000;0;SCOL-202302;BNI
18/02/2023;706004;Frais de cantine 2023-02;0;575000;SCOL-202302;BNI
02/02/2023;601006;Achat légumes cantine;12200;0;CANT-LEG-202302;CAI
02/02/2023;530000;Paiement caisse;0;12200;CANT-LEG-202302;CAI
03/02/2023;601008;Achat viande cantine;15250;0;CANT-VIA-202302;CAI
03/02/2023;530000;Paiement caisse;0;15250;CANT-VIA-202302;CAI
04/02/2023;601009;Achat goûter élèves;5580;0;CANT-GOT-202302;CAI
04/02/2023;530000;Paiement caisse;0;5580;CANT-GOT-202302;CAI
06/02/2023;322002;Achat fournitures scolaires (stock) - facture;255000;0;FOUR-202302;CAI
06/02/2023;401001;Fournisseur fournitures scolaires;0;255000;FOUR-202302;CAI
25/02/2023;401001;Règlement fournisseur fournitures;255000;0;REGFOUR-202302;CAI
25/02/2023;530000;Paiement;0;255000;REGFOUR-202302;CAI
10/02/2023;605004;Facture électricité;28700;0;ELEC-202302;BNI
10/02/2023;512001;Paiement électricité;0;28700;ELEC-202302;BNI
11/02/2023;605005;Facture eau;12300;0;EAU-202302;BNI
11/02/2023;512001;Paiement eau;0;12300;EAU-202302;BNI
12/02/2023;626002;Abonnement téléphonique et internet;70000;0;NET-202302;CAI
12/02/2023;530000;Paiement internet;0;70000;NET-202302;CAI
23/02/2023;641002;Salaire maîtresse;250000;0;SAL-202302;BNI
23/02/2023;641004;Salaire gardien;180000;0;SAL-202302;BNI
23/02/2023;641005;Salaire femme de ménage;150000;0;SAL-202302;BNI
23/02/2023;512001;Paiement salaires BNI;0;580000;SAL-202302;BNI
24/02/2023;625001;Cotisations CNAPS;34800;0;SOC-202302;CAI
24/02/2023;625002;Cotisations OSTIE;23200;0;SOC-202302;CAI
24/02/2023;530000;Paiement cotisations sociales;0;58000;SOC-202302;CAI
28/02/2023;681001;Amortissement mobilier scolaire;450000;0;AMO-202302;CAI
28/02/2023;281001;Contrepartie amortissement mobilier;0;450000;AMO-202302;CAI
28/02/2023;681002;Amortissement matériel informatique;300000;0;AMO-202302;CAI
28/02/2023;280001;Contrepartie amortissement informatique;0;300000;AMO-202302;CAI
20/03/2023;530000;Encaissement scolarité caisse;2000000;0;SCOL-202303;CAI
20/03/2023;706001;Frais de scolarité 2023-03;0;2000000;SCOL-202303;CAI
20/03/2023;530000;Encaissement cantine caisse;570000;0;SCOL-202303;CAI
20/03/2023;706004;Frais de cantine 2023-03;0;570000;SCOL-202303;CAI
02/03/2023;601006;Achat légumes cantine;12400;0;CANT-LEG-202303;CAI
02/03/2023;530000;Paiement caisse;0;12400;CANT-LEG-202303;CAI
03/03/2023;601008;Achat viande cantine;15500;0;CANT-VIA-202303;CAI
03/03/2023;530000;Paiement caisse;0;15500;CANT-VIA-202303;CAI
04/03/2023;601009;Achat goûter élèves;5660;0;CANT-GOT-202303;CAI
04/03/2023;530000;Paiement caisse;0;5660;CANT-GOT-202303;CAI
06/03/2023;322002;Achat fournitures scolaires (stock) - facture;260000;0;FOUR-202303;CAI
06/03/2023;401001;Fournisseur fournitures scolaires;0;260000;FOUR-202303;CAI
25/03/2023;401001;Règlement fournisseur fournitures;260000;0;REGFOUR-202303;BNI
25/03/2023;512001;Paiement;0;260000;REGFOUR-202303;BNI
10/03/2023;605004;Facture électricité;29400;0;ELEC-202303;CAI
10/03/2023;530000;Paiement électricité;0;29400;ELEC-202303;CAI
11/03/2023;605005;Facture eau;12600;0;EAU-202303;CAI
11/03/2023;530000;Paiement eau;0;12600;EAU-202303;CAI
12/03/2023;626002;Abonnement téléphonique et internet;70000;0;NET-202303;CAI
12/03/2023;530000;Paiement internet;0;70000;NET-202303;CAI
23/03/2023;641002;Salaire maîtresse;250000;0;SAL-202303;BNI
23/03/2023;641004;Salaire gardien;180000;0;SAL-202303;BNI
23/03/2023;641005;Salaire femme de ménage;150000;0;SAL-202303;BNI
23/03/2023;512001;Paiement salaires BNI;0;580000;SAL-202303;BNI
24/03/2023;625001;Cotisations CNAPS;34800;0;SOC-202303;CAI
24/03/2023;625002;Cotisations OSTIE;23200;0;SOC-202303;CAI
24/03/2023;530000;Paiement cotisations sociales;0;58000;SOC-202303;CAI
28/03/2023;627001;Commissions bancaires;25000;0;FRAISBANQ-202303;BNI
28/03/2023;512001;Paiement commissions BNI;0;25000;FRAISBANQ-202303;BNI
31/03/2023;681001;Amortissement mobilier scolaire;450000;0;AMO-202303;CAI
31/03/2023;281001;Contrepartie amortissement mobilier;0;450000;AMO-202303;CAI
31/03/2023;681002;Amortissement matériel informatique;300000;0;AMO-202303;CAI
31/03/2023;280001;Contrepartie amortissement informatique;0;300000;AMO-202303;CAI
20/04/2023;512001;Encaissement scolarité BNI;3000000;0;SCOL-202304;BNI
20/04/2023;706001;Frais de scolarité 2023-04;0;3000000;SCOL-202304;BNI
20/04/2023;512001;Encaissement cantine BNI;600000;0;SCOL-202304;BNI
20/04/2023;706004;Frais de cantine 2023-04;0;600000;SCOL-202304;BNI
02/04/2023;601006;Achat légumes cantine;12600;0;CANT-LEG-202304;CAI
02/04/2023;530000;Paiement caisse;0;12600;CANT-LEG-202304;CAI
03/04/2023;601008;Achat viande cantine;15750;0;CANT-VIA-202304;CAI
03/04/2023;530000;Paiement caisse;0;15750;CANT-VIA-202304;CAI
04/04/2023;601009;Achat goûter élèves;5740;0;CANT-GOT-202304;CAI
04/04/2023;530000;Paiement caisse;0;5740;CANT-GOT-202304;CAI
06/04/2023;322002;Achat fournitures scolaires (stock) - facture;265000;0;FOUR-202304;CAI
06/04/2023;401001;Fournisseur fournitures scolaires;0;265000;FOUR-202304;CAI
25/04/2023;401001;Règlement fournisseur fournitures;265000;0;REGFOUR-202304;CAI
25/04/2023;530000;Paiement;0;265000;REGFOUR-202304;CAI
10/04/2023;605004;Facture électricité;30100;0;ELEC-202304;BNI
10/04/2023;512001;Paiement électricité;0;30100;ELEC-202304;BNI
11/04/2023;605005;Facture eau;12900;0;EAU-202304;BNI
11/04/2023;512001;Paiement eau;0;12900;EAU-202304;BNI
12/04/2023;626002;Abonnement téléphonique et internet;70000;0;NET-202304;CAI
12/04/2023;530000;Paiement internet;0;70000;NET-202304;CAI
23/04/2023;641002;Salaire maîtresse;250000;0;SAL-202304;BNI
23/04/2023;641004;Salaire gardien;180000;0;SAL-202304;BNI
23/04/2023;641005;Salaire femme de ménage;150000;0;SAL-202304;BNI
23/04/2023;512001;Paiement salaires BNI;0;580000;SAL-202304;BNI
24/04/2023;625001;Cotisations CNAPS;34800;0;SOC-202304;CAI
24/04/2023;625002;Cotisations OSTIE;23200;0;SOC-202304;CAI
24/04/2023;530000;Paiement cotisations sociales;0;58000;SOC-202304;CAI
30/04/2023;681001;Amortissement mobilier scolaire;450000;0;AMO-202304;CAI
30/04/2023;281001;Contrepartie amortissement mobilier;0;450000;AMO-202304;CAI
30/04/2023;681002;Amortissement matériel informatique;300000;0;AMO-202304;CAI
30/04/2023;280001;Contrepartie amortissement informatique;0;300000;AMO-202304;CAI
20/05/2023;530000;Encaissement scolarité caisse;1000000;0;SCOL-202305;CAI
20/05/2023;706001;Frais de scolarité 2023-05;0;1000000;SCOL-202305;CAI
20/05/2023;530000;Encaissement cantine caisse;600000;0;SCOL-202305;CAI
20/05/2023;706004;Frais de cantine 2023-05;0;600000;SCOL-202305;CAI
02/05/2023;601006;Achat légumes cantine;12800;0;CANT-LEG-202305;CAI
02/05/2023;530000;Paiement caisse;0;12800;CANT-LEG-202305;CAI
03/05/2023;601008;Achat viande cantine;16000;0;CANT-VIA-202305;CAI
03/05/2023;530000;Paiement caisse;0;16000;CANT-VIA-202305;CAI
04/05/2023;601009;Achat goûter élèves;5820;0;CANT-GOT-202305;CAI
04/05/2023;530000;Paiement caisse;0;5820;CANT-GOT-202305;CAI
06/05/2023;322002;Achat fournitures scolaires (stock) - facture;270000;0;FOUR-202305;CAI
06/05/2023;401001;Fournisseur fournitures scolaires;0;270000;FOUR-202305;CAI
25/05/2023;401001;Règlement fournisseur fournitures;270000;0;REGFOUR-202305;CAI
25/05/2023;530000;Paiement;0;270000;REGFOUR-202305;CAI
10/05/2023;605004;Facture électricité;30800;0;ELEC-202305;CAI
10/05/2023;530000;Paiement électricité;0;30800;ELEC-202305;CAI
11/05/2023;605005;Facture eau;13200;0;EAU-202305;CAI
11/05/2023;530000;Paiement eau;0;13200;EAU-202305;CAI
12/05/2023;626002;Abonnement téléphonique et internet;70000;0;NET-202305;CAI
12/05/2023;530000;Paiement internet;0;70000;NET-202305;CAI
23/05/2023;641002;Salaire maîtresse;250000;0;SAL-202305;BNI
23/05/2023;641004;Salaire gardien;180000;0;SAL-202305;BNI
23/05/2023;641005;Salaire femme de ménage;150000;0;SAL-202305;BNI
23/05/2023;512001;Paiement salaires BNI;0;580000;SAL-202305;BNI
24/05/2023;625001;Cotisations CNAPS;34800;0;SOC-202305;CAI
24/05/2023;625002;Cotisations OSTIE;23200;0;SOC-202305;CAI
24/05/2023;530000;Paiement cotisations sociales;0;58000;SOC-202305;CAI
31/05/2023;681001;Amortissement mobilier scolaire;450000;0;AMO-202305;CAI
31/05/2023;281001;Contrepartie amortissement mobilier;0;450000;AMO-202305;CAI
31/05/2023;681002;Amortissement matériel informatique;300000;0;AMO-202305;CAI
31/05/2023;280001;Contrepartie amortissement informatique;0;300000;AMO-202305;CAI
20/06/2023;512001;Encaissement scolarité BNI;1875000;0;SCOL-202306;BNI
20/06/2023;706001;Frais de scolarité 2023-06;0;1875000;SCOL-202306;BNI
20/06/2023;512001;Encaissement cantine BNI;600000;0;SCOL-202306;BNI
20/06/2023;706004;Frais de cantine 2023-06;0;600000;SCOL-202306;BNI
02/06/2023;601006;Achat légumes cantine;13000;0;CANT-LEG-202306;CAI
02/06/2023;530000;Paiement caisse;0;13000;CANT-LEG-202306;CAI
03/06/2023;601008;Achat viande cantine;16250;0;CANT-VIA-202306;CAI
03/06/2023;530000;Paiement caisse;0;16250;CANT-VIA-202306;CAI
04/06/2023;601009;Achat goûter élèves;5900;0;CANT-GOT-202306;CAI
04/06/2023;530000;Paiement caisse;0;5900;CANT-GOT-202306;CAI
06/06/2023;322002;Achat fournitures scolaires (stock) - facture;275000;0;FOUR-202306;CAI
06/06/2023;401001;Fournisseur fournitures scolaires;0;275000;FOUR-202306;CAI
25/06/2023;401001;Règlement fournisseur fournitures;275000;0;REGFOUR-202306;BNI
25/06/2023;512001;Paiement;0;275000;REGFOUR-202306;BNI
10/06/2023;605004;Facture électricité;31500;0;ELEC-202306;BNI
10/06/2023;512001;Paiement électricité;0;31500;ELEC-202306;BNI
11/06/2023;605005;Facture eau;13500;0;EAU-202306;BNI
11/06/2023;512001;Paiement eau;0;13500;EAU-202306;BNI
12/06/2023;626002;Abonnement téléphonique et internet;70000;0;NET-202306;CAI
12/06/2023;530000;Paiement internet;0;70000;NET-202306;CAI
23/06/2023;641002;Salaire maîtresse;250000;0;SAL-202306;BNI
23/06/2023;641004;Salaire gardien;180000;0;SAL-202306;BNI
23/06/2023;641005;Salaire femme de ménage;150000;0;SAL-202306;BNI
23/06/2023;512001;Paiement salaires BNI;0;580000;SAL-202306;BNI
24/06/2023;625001;Cotisations CNAPS;34800;0;SOC-202306;CAI
24/06/2023;625002;Cotisations OSTIE;23200;0;SOC-202306;CAI
24/06/2023;530000;Paiement cotisations sociales;0;58000;SOC-202306;CAI
28/06/2023;627001;Commissions bancaires;25000;0;FRAISBANQ-202306;BNI
28/06/2023;512001;Paiement commissions BNI;0;25000;FRAISBANQ-202306;BNI
30/06/2023;681001;Amortissement mobilier scolaire;450000;0;AMO-202306;CAI
30/06/2023;281001;Contrepartie amortissement mobilier;0;450000;AMO-202306;CAI
30/06/2023;681002;Amortissement matériel informatique;300000;0;AMO-202306;CAI
30/06/2023;280001;Contrepartie amortissement informatique;0;300000;AMO-202306;CAI
20/07/2023;530000;Encaissement scolarité caisse;1490000;0;SCOL-202307;CAI
20/07/2023;706001;Frais de scolarité 2023-07;0;1490000;SCOL-202307;CAI
20/07/2023;530000;Encaissement cantine caisse;900000;0;SCOL-202307;CAI
20/07/2023;706004;Frais de cantine 2023-07;0;900000;SCOL-202307;CAI
02/07/2023;601006;Achat légumes cantine;13200;0;CANT-LEG-202307;CAI
02/07/2023;530000;Paiement caisse;0;13200;CANT-LEG-202307;CAI
03/07/2023;601008;Achat viande cantine;16500;0;CANT-VIA-202307;CAI
03/07/2023;530000;Paiement caisse;0;16500;CANT-VIA-202307;CAI
04/07/2023;601009;Achat goûter élèves;5980;0;CANT-GOT-202307;CAI
04/07/2023;530000;Paiement caisse;0;5980;CANT-GOT-202307;CAI
06/07/2023;322002;Achat fournitures scolaires (stock) - facture;280000;0;FOUR-202307;CAI
06/07/2023;401001;Fournisseur fournitures scolaires;0;280000;FOUR-202307;CAI
25/07/2023;401001;Règlement fournisseur fournitures;280000;0;REGFOUR-202307;CAI
25/07/2023;530000;Paiement;0;280000;REGFOUR-202307;CAI
10/07/2023;605004;Facture électricité;32200;0;ELEC-202307;CAI
10/07/2023;530000;Paiement électricité;0;32200;ELEC-202307;CAI
11/07/2023;605005;Facture eau;13800;0;EAU-202307;CAI
11/07/2023;530000;Paiement eau;0;13800;EAU-202307;CAI
12/07/2023;626002;Abonnement téléphonique et internet;70000;0;NET-202307;CAI
12/07/2023;530000;Paiement internet;0;70000;NET-202307;CAI
23/07/2023;641002;Salaire maîtresse;250000;0;SAL-202307;BNI
23/07/2023;641004;Salaire gardien;180000;0;SAL-202307;BNI
23/07/2023;641005;Salaire femme de ménage;150000;0;SAL-202307;BNI
23/07/2023;512001;Paiement salaires BNI;0;580000;SAL-202307;BNI
24/07/2023;625001;Cotisations CNAPS;34800;0;SOC-202307;CAI
24/07/2023;625002;Cotisations OSTIE;23200;0;SOC-202307;CAI
24/07/2023;530000;Paiement cotisations sociales;0;58000;SOC-202307;CAI
31/07/2023;681001;Amortissement mobilier scolaire;450000;0;AMO-202307;CAI
31/07/2023;281001;Contrepartie amortissement mobilier;0;450000;AMO-202307;CAI
31/07/2023;681002;Amortissement matériel informatique;300000;0;AMO-202307;CAI
31/07/2023;280001;Contrepartie amortissement informatique;0;300000;AMO-202307;CAI
20/08/2023;512001;Encaissement scolarité BNI;1505000;0;SCOL-202308;BNI
20/08/2023;706001;Frais de scolarité 2023-08;0;1505000;SCOL-202308;BNI
20/08/2023;512001;Encaissement cantine BNI;900000;0;SCOL-202308;BNI
20/08/2023;706004;Frais de cantine 2023-08;0;900000;SCOL-202308;BNI
02/08/2023;601006;Achat légumes cantine;13400;0;CANT-LEG-202308;CAI
02/08/2023;530000;Paiement caisse;0;13400;CANT-LEG-202308;CAI
03/08/2023;601008;Achat viande cantine;16750;0;CANT-VIA-202308;CAI
03/08/2023;530000;Paiement caisse;0;16750;CANT-VIA-202308;CAI
04/08/2023;601009;Achat goûter élèves;6060;0;CANT-GOT-202308;CAI
04/08/2023;530000;Paiement caisse;0;6060;CANT-GOT-202308;CAI
06/08/2023;322002;Achat fournitures scolaires (stock) - facture;285000;0;FOUR-202308;CAI
06/08/2023;401001;Fournisseur fournitures scolaires;0;285000;FOUR-202308;CAI
25/08/2023;401001;Règlement fournisseur fournitures;285000;0;REGFOUR-202308;CAI
25/08/2023;530000;Paiement;0;285000;REGFOUR-202308;CAI
10/08/2023;605004;Facture électricité;32900;0;ELEC-202308;BNI
10/08/2023;512001;Paiement électricité;0;32900;ELEC-202308;BNI
11/08/2023;605005;Facture eau;14100;0;EAU-202308;BNI
11/08/2023;512001;Paiement eau;0;14100;EAU-202308;BNI
12/08/2023;626002;Abonnement téléphonique et internet;70000;0;NET-202308;CAI
12/08/2023;530000;Paiement internet;0;70000;NET-202308;CAI
23/08/2023;641002;Salaire maîtresse;250000;0;SAL-202308;BNI
23/08/2023;641004;Salaire gardien;180000;0;SAL-202308;BNI
23/08/2023;641005;Salaire femme de ménage;150000;0;SAL-202308;BNI
23/08/2023;512001;Paiement salaires BNI;0;580000;SAL-202308;BNI
24/08/2023;625001;Cotisations CNAPS;34800;0;SOC-202308;CAI
24/08/2023;625002;Cotisations OSTIE;23200;0;SOC-202308;CAI
24/08/2023;530000;Paiement cotisations sociales;0;58000;SOC-202308;CAI
31/08/2023;681001;Amortissement mobilier scolaire;450000;0;AMO-202308;CAI
31/08/2023;281001;Contrepartie amortissement mobilier;0;450000;AMO-202308;CAI
31/08/2023;681002;Amortissement matériel informatique;300000;0;AMO-202308;CAI
31/08/2023;280001;Contrepartie amortissement informatique;0;300000;AMO-202308;CAI
20/09/2023;530000;Encaissement scolarité caisse;1520000;0;SCOL-202309;CAI
20/09/2023;706001;Frais de scolarité 2023-09;0;1520000;SCOL-202309;CAI
20/09/2023;530000;Encaissement cantine caisse;900000;0;SCOL-202309;CAI
20/09/2023;706004;Frais de cantine 2023-09;0;900000;SCOL-202309;CAI
02/09/2023;601006;Achat légumes cantine;13600;0;CANT-LEG-202309;CAI
02/09/2023;530000;Paiement caisse;0;13600;CANT-LEG-202309;CAI
03/09/2023;601008;Achat viande cantine;17000;0;CANT-VIA-202309;CAI
03/09/2023;530000;Paiement caisse;0;17000;CANT-VIA-202309;CAI
04/09/2023;601009;Achat goûter élèves;6140;0;CANT-GOT-202309;CAI
04/09/2023;530000;Paiement caisse;0;6140;CANT-GOT-202309;CAI
06/09/2023;322002;Achat fournitures scolaires (stock) - facture;290000;0;FOUR-202309;CAI
06/09/2023;401001;Fournisseur fournitures scolaires;0;290000;FOUR-202309;CAI
25/09/2023;401001;Règlement fournisseur fournitures;290000;0;REGFOUR-202309;BNI
25/09/2023;512001;Paiement;0;290000;REGFOUR-202309;BNI
10/09/2023;605004;Facture électricité;33600;0;ELEC-202309;CAI
10/09/2023;530000;Paiement électricité;0;33600;ELEC-202309;CAI
11/09/2023;605005;Facture eau;14400;0;EAU-202309;CAI
11/09/2023;530000;Paiement eau;0;14400;EAU-202309;CAI
12/09/2023;626002;Abonnement téléphonique et internet;70000;0;NET-202309;CAI
12/09/2023;530000;Paiement internet;0;70000;NET-202309;CAI
23/09/2023;641002;Salaire maîtresse;250000;0;SAL-202309;BNI
23/09/2023;641004;Salaire gardien;180000;0;SAL-202309;BNI
23/09/2023;641005;Salaire femme de ménage;150000;0;SAL-202309;BNI
23/09/2023;512001;Paiement salaires BNI;0;580000;SAL-202309;BNI
24/09/2023;625001;Cotisations CNAPS;34800;0;SOC-202309;CAI
24/09/2023;625002;Cotisations OSTIE;23200;0;SOC-202309;CAI
24/09/2023;530000;Paiement cotisations sociales;0;58000;SOC-202309;CAI
28/09/2023;627001;Commissions bancaires;25000;0;FRAISBANQ-202309;BNI
28/09/2023;512001;Paiement commissions BNI;0;25000;FRAISBANQ-202309;BNI
30/09/2023;681001;Amortissement mobilier scolaire;450000;0;AMO-202309;CAI
30/09/2023;281001;Contrepartie amortissement mobilier;0;450000;AMO-202309;CAI
30/09/2023;681002;Amortissement matériel informatique;300000;0;AMO-202309;CAI
30/09/2023;280001;Contrepartie amortissement informatique;0;300000;AMO-202309;CAI
20/10/2023;512001;Encaissement scolarité BNI;1535000;0;SCOL-202310;BNI
20/10/2023;706001;Frais de scolarité 2023-10;0;1535000;SCOL-202310;BNI
20/10/2023;512001;Encaissement cantine BNI;600000;0;SCOL-202310;BNI
20/10/2023;706004;Frais de cantine 2023-10;0;600000;SCOL-202310;BNI
02/10/2023;601006;Achat légumes cantine;13800;0;CANT-LEG-202310;CAI
02/10/2023;530000;Paiement caisse;0;13800;CANT-LEG-202310;CAI
03/10/2023;601008;Achat viande cantine;17250;0;CANT-VIA-202310;CAI
03/10/2023;530000;Paiement caisse;0;17250;CANT-VIA-202310;CAI
04/10/2023;601009;Achat goûter élèves;6220;0;CANT-GOT-202310;CAI
04/10/2023;530000;Paiement caisse;0;6220;CANT-GOT-202310;CAI
06/10/2023;322002;Achat fournitures scolaires (stock) - facture;295000;0;FOUR-202310;CAI
06/10/2023;401001;Fournisseur fournitures scolaires;0;295000;FOUR-202310;CAI
25/10/2023;401001;Règlement fournisseur fournitures;295000;0;REGFOUR-202310;CAI
25/10/2023;530000;Paiement;0;295000;REGFOUR-202310;CAI
10/10/2023;605004;Facture électricité;34300;0;ELEC-202310;BNI
10/10/2023;512001;Paiement électricité;0;34300;ELEC-202310;BNI
11/10/2023;605005;Facture eau;14700;0;EAU-202310;BNI
11/10/2023;512001;Paiement eau;0;14700;EAU-202310;BNI
12/10/2023;626002;Abonnement téléphonique et internet;70000;0;NET-202310;CAI
12/10/2023;530000;Paiement internet;0;70000;NET-202310;CAI
23/10/2023;641002;Salaire maîtresse;250000;0;SAL-202310;BNI
23/10/2023;641004;Salaire gardien;180000;0;SAL-202310;BNI
23/10/2023;641005;Salaire femme de ménage;150000;0;SAL-202310;BNI
23/10/2023;512001;Paiement salaires BNI;0;580000;SAL-202310;BNI
24/10/2023;625001;Cotisations CNAPS;34800;0;SOC-202310;CAI
24/10/2023;625002;Cotisations OSTIE;23200;0;SOC-202310;CAI
24/10/2023;530000;Paiement cotisations sociales;0;58000;SOC-202310;CAI
31/10/2023;681001;Amortissement mobilier scolaire;450000;0;AMO-202310;CAI
31/10/2023;281001;Contrepartie amortissement mobilier;0;450000;AMO-202310;CAI
31/10/2023;681002;Amortissement matériel informatique;300000;0;AMO-202310;CAI
31/10/2023;280001;Contrepartie amortissement informatique;0;300000;AMO-202310;CAI
20/11/2023;530000;Encaissement scolarité caisse;1550000;0;SCOL-202311;CAI
20/11/2023;706001;Frais de scolarité 2023-11;0;1550000;SCOL-202311;CAI
20/11/2023;530000;Encaissement cantine caisse;530000;0;SCOL-202311;CAI
20/11/2023;706004;Frais de cantine 2023-11;0;530000;SCOL-202311;CAI
02/11/2023;601006;Achat légumes cantine;14000;0;CANT-LEG-202311;CAI
02/11/2023;530000;Paiement caisse;0;14000;CANT-LEG-202311;CAI
03/11/2023;601008;Achat viande cantine;17500;0;CANT-VIA-202311;CAI
03/11/2023;530000;Paiement caisse;0;17500;CANT-VIA-202311;CAI
04/11/2023;601009;Achat goûter élèves;6300;0;CANT-GOT-202311;CAI
04/11/2023;530000;Paiement caisse;0;6300;CANT-GOT-202311;CAI
06/11/2023;322002;Achat fournitures scolaires (stock) - facture;300000;0;FOUR-202311;CAI
06/11/2023;401001;Fournisseur fournitures scolaires;0;300000;FOUR-202311;CAI
25/11/2023;401001;Règlement fournisseur fournitures;300000;0;REGFOUR-202311;CAI
25/11/2023;530000;Paiement;0;300000;REGFOUR-202311;CAI
10/11/2023;605004;Facture électricité;35000;0;ELEC-202311;CAI
10/11/2023;530000;Paiement électricité;0;35000;ELEC-202311;CAI
11/11/2023;605005;Facture eau;15000;0;EAU-202311;CAI
11/11/2023;530000;Paiement eau;0;15000;EAU-202311;CAI
12/11/2023;626002;Abonnement téléphonique et internet;70000;0;NET-202311;CAI
12/11/2023;530000;Paiement internet;0;70000;NET-202311;CAI
23/11/2023;641002;Salaire maîtresse;250000;0;SAL-202311;BNI
23/11/2023;641004;Salaire gardien;180000;0;SAL-202311;BNI
23/11/2023;641005;Salaire femme de ménage;150000;0;SAL-202311;BNI
23/11/2023;512001;Paiement salaires BNI;0;580000;SAL-202311;BNI
24/11/2023;625001;Cotisations CNAPS;34800;0;SOC-202311;CAI
24/11/2023;625002;Cotisations OSTIE;23200;0;SOC-202311;CAI
24/11/2023;530000;Paiement cotisations sociales;0;58000;SOC-202311;CAI
30/11/2023;681001;Amortissement mobilier scolaire;450000;0;AMO-202311;CAI
30/11/2023;281001;Contrepartie amortissement mobilier;0;450000;AMO-202311;CAI
30/11/2023;681002;Amortissement matériel informatique;300000;0;AMO-202311;CAI
30/11/2023;280001;Contrepartie amortissement informatique;0;300000;AMO-202311;CAI
20/12/2023;512001;Encaissement scolarité BNI;1565000;0;SCOL-202312;BNI
20/12/2023;706001;Frais de scolarité 2023-12;0;1565000;SCOL-202312;BNI
20/12/2023;512001;Encaissement cantine BNI;670000;0;SCOL-202312;BNI
20/12/2023;706004;Frais de cantine 2023-12;0;670000;SCOL-202312;BNI
02/12/2023;601006;Achat légumes cantine;14200;0;CANT-LEG-202312;CAI
02/12/2023;530000;Paiement caisse;0;14200;CANT-LEG-202312;CAI
03/12/2023;601008;Achat viande cantine;17750;0;CANT-VIA-202312;CAI
