Date;Sous-compte;Libelle;Debit;Credit;Reference;CODE
01/01/2025;448100;ETAT. Autres TAXES;0.00;55559874.00;BALANCE-2025;BNI
01/01/2025;455100;Compte Courant MGY MAURITIUS (USD);0.00;4169780.33;BALANCE-2025;BNI
01/01/2025;455100;Compte courant - MGY MAURITUS (Euro;0.00;2637312885.68;BALANCE-2025;BNI
01/01/2025;486100;Charges constat�es d'avance;1687429.15;0.00;BALANCE-2025;BNI
01/01/2025;512000;MCB Ariary;47173969.15;0.00;BALANCE-2025;BNI
01/01/2025;530000;Caisse;20100.00;0.00;BALANCE-2025;BNI
01/01/2025;602001;Achats stock�s Diverses fournitures;422391.68;0.00;BALANCE-2025;BNI
01/01/2025;603001;Variation de stocks Consommables d';86610.00;0.00;BALANCE-2025;BNI
01/01/2025;603001;Variation de stocks PrBNIuits d'entr;917864.00;0.00;BALANCE-2025;BNI
01/01/2025;603001;Variation de stocks Diverses fourni;0.00;179203.32;BALANCE-2025;BNI
01/01/2025;606001;Achats non stock�s Carburant;980000.00;0.00;BALANCE-2025;BNI
01/01/2025;606001;Achats non stock�s Pi�ces de rechan;875000.00;0.00;BALANCE-2025;BNI
01/01/2025;606001;Achats non stock�s Consommables d'e;82000.00;0.00;BALANCE-2025;BNI
01/01/2025;606001;Achats non stock�s Mat�riaux de con;2481327.51;0.00;BALANCE-2025;BNI
01/01/2025;606001;Achats non stock�s Fourniture de bu;35000.00;0.00;BALANCE-2025;BNI
01/01/2025;606001;Achats non stock�s Diverses fournit;10360956.31;0.00;BALANCE-2025;BNI
01/01/2025;606001;Eau;442807.02;0.00;BALANCE-2025;BNI
01/01/2025;606001;El�ctricit�;45278666.15;0.00;BALANCE-2025;BNI
01/01/2025;611001;Frais de gardiennage SSSM;102266112.00;0.00;BALANCE-2025;BNI
01/01/2025;615001;Reparation & Entretien Batiments;350000.00;0.00;BALANCE-2025;BNI
01/01/2025;615001;Autres entretiens et r�parations;3461000.00;0.00;BALANCE-2025;BNI
01/01/2025;616001;Assurance Multirisque;2929857.84;0.00;BALANCE-2025;BNI
01/01/2025;616001;Assurance APA;459004.15;0.00;BALANCE-2025;BNI
01/01/2025;621001;Prestation personnel Groupe (staff;133296411.72;0.00;BALANCE-2025;BNI
01/01/2025;622001;Honoraires Commissaire aux comptes;5500000.00;0.00;BALANCE-2025;BNI
01/01/2025;622001;Autres honoraires et commissions;3000000.00;0.00;BALANCE-2025;BNI
01/01/2025;624001;Frais de transport personnel;196100.00;0.00;BALANCE-2025;BNI
01/01/2025;626001;AIRTEL  T�l�phone mobile;576242.76;0.00;BALANCE-2025;BNI
01/01/2025;626001;TELMA  Connexion Internet;7440000.00;0.00;BALANCE-2025;BNI
01/01/2025;626001;ORANGE  Connexion Internet;3900000.00;0.00;BALANCE-2025;BNI
01/01/2025;627001;Frais de tenu  de compte TDC;240000.00;0.00;BALANCE-2025;BNI
01/01/2025;627001;Frais de virements & Transferts;612000.00;0.00;BALANCE-2025;BNI
01/01/2025;627001;Autres commissions bancaires;30000.00;0.00;BALANCE-2025;BNI
01/01/2025;631001;IR Intermittant;166850.00;0.00;BALANCE-2025;BNI
01/01/2025;631001;IFPB et taxes annexes;18519958.00;0.00;BALANCE-2025;BNI
01/01/2025;631001;Droits d'enregistrement (Baux et di;2000.00;0.00;BALANCE-2025;BNI
01/01/2025;631001;Autres taxes et imp�ts directs;80000.00;0.00;BALANCE-2025;BNI
01/01/2025;641001;Salaire : CADRES;10422985.00;0.00;BALANCE-2025;BNI
01/01/2025;641001;Salaire : NON CADRES;15686324.12;0.00;BALANCE-2025;BNI
01/01/2025;641001;Indemnit� de cong� pay�;2727056.42;0.00;BALANCE-2025;BNI
01/01/2025;641001;Primes scolaires;490000.00;0.00;BALANCE-2025;BNI
01/01/2025;641001;Primes diverses;1550000.00;0.00;BALANCE-2025;BNI
01/01/2025;641001;Diverses Allocations;10075000.00;0.00;BALANCE-2025;BNI
01/01/2025;641001;Heures suppl�mentaires;4230541.51;0.00;BALANCE-2025;BNI
01/01/2025;641001;Provision de cong�;732939.03;0.00;BALANCE-2025;BNI
01/01/2025;645001;C�tisation sociales: CNaPS;5873648.43;0.00;BALANCE-2025;BNI
01/01/2025;645001;C�tisation sociales: OSTIE;2153552.30;0.00;BALANCE-2025;BNI
01/01/2025;645001;Provision CNaPS et OSTIE sur cong�;139258.42;0.00;BALANCE-2025;BNI
01/01/2025;647001;Autres charges sociales - FMFP;451819.11;0.00;BALANCE-2025;BNI
01/01/2025;648001;Formation du personnel;2394000.00;0.00;BALANCE-2025;BNI
01/01/2025;648001;Frais m�ducaux;191360.00;0.00;BALANCE-2025;BNI
01/01/2025;648001;Oeuvres sociales;2429750.25;0.00;BALANCE-2025;BNI
01/01/2025;658001;Autres charges de gestion courante;0.11;0.00;BALANCE-2025;BNI
01/01/2025;681001;DAP Immobilisations incorporelles;38356200.00;0.00;BALANCE-2025;BNI
01/01/2025;681001;DAP Immobilisations corporelles;1049178.87;0.00;BALANCE-2025;BNI
01/01/2025;695001;IR (imp�t sur le r�sultat);4656041.00;0.00;BALANCE-2025;BNI
01/01/2025;701001;PrBNIuit de loyer Bureau;0.00;151513722.97;BALANCE-2025;BNI
01/01/2025;701001;PrBNIuit de loyer Maison habitation;0.00;35710169.60;BALANCE-2025;BNI
01/01/2025;701001;PrBNIuit de loyer Entrep�t;0.00;95011084.24;BALANCE-2025;BNI
01/01/2025;701001;PrBNIuit de loyer Container;0.00;7842909.52;BALANCE-2025;BNI
01/01/2025;708001;Cession diverse;0.00;66666.66;BALANCE-2025;BNI
01/01/2025;708001;Refacturation Staff use (Groupe);0.00;9271812.00;BALANCE-2025;BNI
01/01/2025;708001;Refacturation Electricit�;0.00;16669141.54;BALANCE-2025;BNI
01/01/2025;708001;Refacturation charges ;0.00;24175559.54;BALANCE-2025;BNI
01/01/2025;708001;Autres refacturations;0.00;18676367.32;BALANCE-2025;BNI
01/01/2025;752001;Plus - values sur cession d'actif n;0.00;6666666.67;BALANCE-2025;BNI
01/01/2025;758001;Autres prBNIuits de gestion courante;0.00;74.99;BALANCE-2025;BNI
01/01/2025;758001;FMFP - Financement;0.00;2394000.00;BALANCE-2025;BNI
01/01/2025;766001;Gains de change R��valuation CC MML;0.00;61607680.21;BALANCE-2025;BNI
01/01/2025;768001;Int�rêts cr�diteurs;0.00;319952.06;BALANCE-2025;BNI
